GroupId,GroupSize,Priority,QueueTime,RidingTime,TotalTime,NumberRides
10883,8,PRIORITY,0.0,0.0,2684.9965811377224,0
10855,9,NORMAL,0.0,0.0,2685.5886593814776,0
10868,6,NORMAL,0.0,0.0,2685.904238267811,0
10886,2,NORMAL,0.0,0.0,2686.0343044591427,0
10889,1,PRIORITY,0.0,0.0,2686.363143514528,0
10890,2,PRIORITY,0.0,0.0,2686.439242007109,0
10891,6,NORMAL,0.0,0.0,2686.628289069185,0
10885,3,PRIORITY,0.0,0.0,2686.8858336533162,0
10888,5,NORMAL,0.0,0.0,2687.1130231466277,0
10893,9,NORMAL,0.0,0.0,2687.589145735649,0
10894,3,NORMAL,0.0,0.0,2687.7412741309727,0
10887,7,PRIORITY,0.0,0.0,2688.021625201072,0
10897,1,NORMAL,0.0,0.0,2688.07042582656,0
10884,4,NORMAL,0.0,0.0,2688.942469585284,0
10896,3,NORMAL,0.0,0.0,2689.1098558009517,0
10899,6,NORMAL,0.0,0.0,2689.848619241602,0
10900,7,PRIORITY,0.0,0.0,2689.8584854940254,0
10869,9,NORMAL,0.0,0.0,2690.1531954708685,0
10872,9,NORMAL,0.0,0.0,2690.2209182211923,0
10903,1,NORMAL,0.0,0.0,2690.939552251213,0
10902,8,NORMAL,0.0,0.0,2691.1638691937255,0
10905,1,NORMAL,0.0,0.0,2691.2031810005906,0
10875,5,NORMAL,0.0,0.0,2691.2134185976333,0
10908,4,NORMAL,0.0,0.0,2691.415123129411,0
10901,7,PRIORITY,0.0,0.0,2691.4250098944426,0
10907,2,PRIORITY,0.0,0.0,2691.434564575455,0
10898,6,NORMAL,0.0,0.0,2691.643558261988,0
10882,9,NORMAL,0.0,0.0,2691.776161004481,0
10911,6,NORMAL,0.0,0.0,2692.033456463489,0
10906,4,PRIORITY,0.0,0.0,2692.257140895496,0
10895,8,PRIORITY,0.0,0.0,2692.271902325029,0
